Key,Title,Student,Organization,Mentors
ahBzfmdvb2dsZS1tZWxhbmdlclELEgRVc2VyIgthbnViaGF2OTA0MgwLEgdQcm9maWxlIhtnb29nbGUvZ3NvYzIwMTQvYW51YmhhdjkwNDIMCxIHUHJvamVjdBiAgICAgK6ZCgw,Improving error reporting & Fixing up the related issues,ANUBHAV JOSHI,Django Software Foundation,Tim Graham
ahBzfmdvb2dsZS1tZWxhbmdlckkLEgRVc2VyIgdwaXJvc2IzDAsSB1Byb2ZpbGUiF2dvb2dsZS9nc29jMjAxNC9waXJvc2IzDAsSB1Byb2plY3QYgICAgIC5hAoM,"Formalizing Meta, Enabling users to build custom stores",Daniel Pyrathon,Django Software Foundation,Russell Keith-Magee
ahBzfmdvb2dsZS1tZWxhbmdlclMLEgRVc2VyIgxieXJvbmhhd2tpbnMMCxIHUHJvZmlsZSIcZ29vZ2xlL2dzb2MyMDE0L2J5cm9uaGF3a2lucwwLEgdQcm9qZWN0GICAgIDAiJ0KDA,JIT Optimization with Annotation Support,Byron,Dr. Memory,Derek Bruening
ahBzfmdvb2dsZS1tZWxhbmdlclULEgRVc2VyIg1tYXhpbV9zaHVkcmFrDAsSB1Byb2ZpbGUiHWdvb2dsZS9nc29jMjAxNC9tYXhpbV9zaHVkcmFrDAsSB1Byb2plY3QYgICAgMCInQoM,System Call Tracing on Windows,Maxim Shudrak,Dr. Memory,Derek Bruening
ahBzfmdvb2dsZS1tZWxhbmdlck8LEgRVc2VyIgpwaXl1c2tlZGlhDAsSB1Byb2ZpbGUiGmdvb2dsZS9nc29jMjAxNC9waXl1c2tlZGlhDAsSB1Byb2plY3QYgICAgOCLkgoM,Run 32-bit Applications in 64-Bit Mode to Improve Dr. Memory Performance,Piyus Kedia,Dr. Memory,Qin
ahBzfmdvb2dsZS1tZWxhbmdlcksLEgRVc2VyIghhbGVja3NpYQwLEgdQcm9maWxlIhhnb29nbGUvZ3NvYzIwMTQvYWxlY2tzaWEMCxIHUHJvamVjdBiAgICAgMOVCgw,Re-platform the IMCE Module to Run with Drupal 8,alecksia,Drupal,Cathy Carr
ahBzfmdvb2dsZS1tZWxhbmdlcl0LEgRVc2VyIhFhbmRyZWltYXJpdXNkaW5jdQwLEgdQcm9maWxlIiFnb29nbGUvZ3NvYzIwMTQvYW5kcmVpbWFyaXVzZGluY3UMCxIHUHJvamVjdBiAgICAwKuGCgw,Port XML Sitemap to Drupal 8 proposal,Andrei Dincu,Drupal,"penyaskito, cYu"
ahBzfmdvb2dsZS1tZWxhbmdlck0LEgRVc2VyIgljc19zaGFkb3cMCxIHUHJvZmlsZSIZZ29vZ2xlL2dzb2MyMDE0L2NzX3NoYWRvdwwLEgdQcm9qZWN0GICAgICAw5UKDA,WYSIWYG inline entity,Chandan Singh,Drupal,"Janez Urevc, Dave Reid, Shashwat Srivastava"
ahBzfmdvb2dsZS1tZWxhbmdlclMLEgRVc2VyIgxodXJ0b255cGV0ZXIMCxIHUHJvZmlsZSIcZ29vZ2xlL2dzb2MyMDE0L2h1cnRvbnlwZXRlcgwLEgdQcm9qZWN0GICAgIDA-pMKDA,Porting and improving of the Drupal FAQ module,Peter Hurtony,Drupal,"chicagowebmanagement, Abdulqadir028"
ahBzfmdvb2dsZS1tZWxhbmdlclULEgRVc2VyIg1qYXllc2hzb2xhbmtpDAsSB1Byb2ZpbGUiHWdvb2dsZS9nc29jMjAxNC9qYXllc2hzb2xhbmtpDAsSB1Byb2plY3QYgICAgIDXjAoM,Port Disqus Integration Module to Drupal 8,Jayesh Solanki,Drupal,"Janez Urevc, Junaid"
ahBzfmdvb2dsZS1tZWxhbmdlclELEgRVc2VyIgtrYXJhbnBvZGRhcgwLEgdQcm9maWxlIhtnb29nbGUvZ3NvYzIwMTQva2FyYW5wb2RkYXIMCxIHUHJvamVjdBiAgICAwKuGCgw,Create sensor instances for Monitoring D8,Karan Poddar,Drupal,"Sascha Grossenbacher, Miro Dietiker"
ahBzfmdvb2dsZS1tZWxhbmdlckkLEgRVc2VyIgdsaGFuZ2VhDAsSB1Byb2ZpbGUiF2dvb2dsZS9nc29jMjAxNC9saGFuZ2VhDAsSB1Byb2plY3QYgICAgIDDlQoM,Port Diff module to D8,Lucian Hangea,Drupal,Aron Novak
ahBzfmdvb2dsZS1tZWxhbmdlclULEgRVc2VyIg1zYWNoYW5wcmF0ZWVrDAsSB1Byb2ZpbGUiHWdvb2dsZS9nc29jMjAxNC9zYWNoYW5wcmF0ZWVrDAsSB1Byb2plY3QYgICAgODOlgoM,Build an Elastic search module for Drupal 8,Prateek Sachan,Drupal,"Thomas Seidl, Nick Veenhof"
ahBzfmdvb2dsZS1tZWxhbmdlck0LEgRVc2VyIglzYWNoaW5pOTQMCxIHUHJvZmlsZSIZZ29vZ2xlL2dzb2MyMDE0L3NhY2hpbmk5NAwLEgdQcm9qZWN0GICAgICAw5UKDA,Build a schema.org mapping tool for Drupal 8,Sachini Herath,Drupal,"Kevin Oleary, Stéphane Corlosquet"
ahBzfmdvb2dsZS1tZWxhbmdlclELEgRVc2VyIgtzaGl2YW5zaHVhZwwLEgdQcm9maWxlIhtnb29nbGUvZ3NvYzIwMTQvc2hpdmFuc2h1YWcMCxIHUHJvamVjdBiAgICAgMOVCgw,Porting Securesite module to drupal 8,Shivanshu Agrawal,Drupal,"Cody Carlson, Lee-"
ahBzfmdvb2dsZS1tZWxhbmdlck8LEgRVc2VyIgp1bWFyX2FobWFkDAsSB1Byb2ZpbGUiGmdvb2dsZS9nc29jMjAxNC91bWFyX2FobWFkDAsSB1Byb2plY3QYgICAgICumQoM,Drupal - fluxpocket (Pocket integration  for Fluxkraft),Umar Ahmad,Drupal,derhasi
ahBzfmdvb2dsZS1tZWxhbmdlclMLEgRVc2VyIgx2aXZla3ZwYW5keWEMCxIHUHJvZmlsZSIcZ29vZ2xlL2dzb2MyMDE0L3ZpdmVrdnBhbmR5YQwLEgdQcm9qZWN0GICAgICA14wKDA,Tips&Tricks (Build Example iOS App for Drupal 8 --- project no15),Vivek Pandya,Drupal,"skyred, Jeff Linwood"
ahBzfmdvb2dsZS1tZWxhbmdlclkLEgRVc2VyIg9jb2x0b25jaG9qbmFja2kMCxIHUHJvZmlsZSIfZ29vZ2xlL2dzb2MyMDE0L2NvbHRvbmNob2puYWNraQwLEgdQcm9qZWN0GICAgICAw5UKDA,Web based Openflow switch emulator,Colton Chojnacki,Flowgrammable,Alex
ahBzfmdvb2dsZS1tZWxhbmdlckULEgRVc2VyIgV0d3lubgwLEgdQcm9maWxlIhVnb29nbGUvZ3NvYzIwMTQvdHd5bm4MCxIHUHJvamVjdBiAgICAgNeMCgw,Advancement of FreeFlow's version support and controller integration,Thomas Wynn,Flowgrammable,Andrew Sutton
ahBzfmdvb2dsZS1tZWxhbmdlclULEgRVc2VyIg1ibGFja2FuZ2VsbWFvDAsSB1Byb2ZpbGUiHWdvb2dsZS9nc29jMjAxNC9ibGFja2FuZ2VsbWFvDAsSB1Byb2plY3QYgICAgICumQoM,Web Interface Administration tool for large numbers of Mesh Nodes,queping,FOSSASIA,"Bastian Bittorf, Hong Phuc"
ahBzfmdvb2dsZS1tZWxhbmdlckULEgRVc2VyIgVueWszOAwLEgdQcm9maWxlIhVnb29nbGUvZ3NvYzIwMTQvbnlrMzgMCxIHUHJvamVjdBiAgICAgPKICgw,Post image to Github app and Jekyll/Markdown web service,nyk38,FOSSASIA,"Phuc Hau, Bastian Bittorf"
ahBzfmdvb2dsZS1tZWxhbmdlcksLEgRVc2VyIghwcmFzaHQ2MwwLEgdQcm9maWxlIhhnb29nbGUvZ3NvYzIwMTQvcHJhc2h0NjMMCxIHUHJvamVjdBiAgICAoMSOCgw, 2D Body Measurement App,Prashant Kiran,FOSSASIA,"Roman Telezhynskyi, slspencer, Mario Behling"
ahBzfmdvb2dsZS1tZWxhbmdlclkLEgRVc2VyIg9wcmF2ZWVua3VtYXIxMDMMCxIHUHJvZmlsZSIfZ29vZ2xlL2dzb2MyMDE0L3ByYXZlZW5rdW1hcjEwMwwLEgdQcm9qZWN0GICAgICA14wKDA,Plugins for ExpEYES - An Open Source Portable Science Lab,Praveen Patil,FOSSASIA,"Phuc Hau, Hong Phuc"
ahBzfmdvb2dsZS1tZWxhbmdlckkLEgRVc2VyIgdyYW5kaWthDAsSB1Byb2ZpbGUiF2dvb2dsZS9nc29jMjAxNC9yYW5kaWthDAsSB1Byb2plY3QYgICAgMD6kwoM,2D Body Measurement App,Ayantha Randika,FOSSASIA,"slspencer, Roman Telezhynskyi, Mario Behling"
ahBzfmdvb2dsZS1tZWxhbmdlcksLEgRVc2VyIgh0aWFuMjk5MgwLEgdQcm9maWxlIhhnb29nbGUvZ3NvYzIwMTQvdGlhbjI5OTIMCxIHUHJvamVjdBiAgICA4LCFCgw,Creating a Graphical User Interface for Knitting Machines,Sebastian Oliva,FOSSASIA,"Steve Conklin, Christian Obersteiner"
ahBzfmdvb2dsZS1tZWxhbmdlckULEgRVc2VyIgV2aXNodgwLEgdQcm9maWxlIhVnb29nbGUvZ3NvYzIwMTQvdmlzaHYMCxIHUHJvamVjdBiAgICAkMy4Cgw,Develop 2D Body Measurement App,Vishv Brahmbhatt,FOSSASIA,"Christine, Jörg Henning"
ahBzfmdvb2dsZS1tZWxhbmdlckkLEgRVc2VyIgd3dXlpbGluDAsSB1Byb2ZpbGUiF2dvb2dsZS9nc29jMjAxNC93dXlpbGluDAsSB1Byb2plY3QYgICAgIDyiAoM,Phimpme app port to different platforms,Wu Yilin,FOSSASIA,"Hong Phuc, Mario Behling"
ahBzfmdvb2dsZS1tZWxhbmdlclULEgRVc2VyIg15dXpoaXFpYW5nb3JnDAsSB1Byb2ZpbGUiHWdvb2dsZS9nc29jMjAxNC95dXpoaXFpYW5nb3JnDAsSB1Byb2plY3QYgICAgMDhigoM,Proposal for Anonymous Mode and Autosharing for Phimpme Android App,Yu Zhiqiang,FOSSASIA,"Bastian Bittorf, Mario Behling"
ahBzfmdvb2dsZS1tZWxhbmdlclELEgRVc2VyIgthc3RhcmFzaWtvdgwLEgdQcm9maWxlIhtnb29nbGUvZ3NvYzIwMTQvYXN0YXJhc2lrb3YMCxIHUHJvamVjdBiAgICAwKuGCgw,Porting FreeBSD on Android Emulator,Alexander Tarasikov,FreeBSD,Gavin Atkinson
ahBzfmdvb2dsZS1tZWxhbmdlckULEgRVc2VyIgVjZWJrYQwLEgdQcm9maWxlIhVnb29nbGUvZ3NvYzIwMTQvY2Via2EMCxIHUHJvamVjdBiAgICAoKqrCgw,Pkg pluggable repositories,Vsevolod Stakhov,FreeBSD,Bapt
ahBzfmdvb2dsZS1tZWxhbmdlckULEgRVc2VyIgVjenlraQwLEgdQcm9maWxlIhVnb29nbGUvZ3NvYzIwMTQvY3p5a2kMCxIHUHJvamVjdBiAgICAwPqTCgw,FreeBSD preseed installation (PXE),Kamil Czekirda,FreeBSD,Devin Teske
ahBzfmdvb2dsZS1tZWxhbmdlcksLEgRVc2VyIghkbG92YXNrbwwLEgdQcm9maWxlIhhnb29nbGUvZ3NvYzIwMTQvZGxvdmFza28MCxIHUHJvamVjdBiAgICAoJmQCgw,CTF implementation and use in the kernel debugger,Daniel Lovasko,FreeBSD,George Neville-Neil
ahBzfmdvb2dsZS1tZWxhbmdlckELEgRVc2VyIgNkcGwMCxIHUHJvZmlsZSITZ29vZ2xlL2dzb2MyMDE0L2RwbAwLEgdQcm9qZWN0GICAgIDgwp8KDA,High-speed firewall: convert IPFW/PF rules to C module,dpl,FreeBSD,David Chisnall
ahBzfmdvb2dsZS1tZWxhbmdlck8LEgRVc2VyIgpnaG9zdG1hbnNkDAsSB1Byb2ZpbGUiGmdvb2dsZS9nc29jMjAxNC9naG9zdG1hbnNkDAsSB1Byb2plY3QYgICAgNCQkQoM,Improve Unicode support in FreeBSD,Dmitry Selyutin,FreeBSD,Pedro Giffuni
ahBzfmdvb2dsZS1tZWxhbmdlckkLEgRVc2VyIgdncmFuZGFvDAsSB1Byb2ZpbGUiF2dvb2dsZS9nc29jMjAxNC9ncmFuZGFvDAsSB1Byb2plY3QYgICAgJD0lAkM,Modular scripting system for FreeBSD loader with Lua support,Pedro Souza,FreeBSD,Wojciech A. Koszek
ahBzfmdvb2dsZS1tZWxhbmdlckULEgRVc2VyIgVqY2VlbAwLEgdQcm9maWxlIhVnb29nbGUvZ3NvYzIwMTQvamNlZWwMCxIHUHJvamVjdBiAgICA4KyUCgw,Implementation of evdev protocol and touchscreens support,jceel,FreeBSD,Edward Tomasz Napierała
ahBzfmdvb2dsZS1tZWxhbmdlclMLEgRVc2VyIgxtaWhhaWNhcmFiYXMMCxIHUHJvZmlsZSIcZ29vZ2xlL2dzb2MyMDE0L21paGFpY2FyYWJhcwwLEgdQcm9qZWN0GICAgICgzIIKDA,Instruction caching for bhyve,Mihai Carabas,FreeBSD,Neel Natu
ahBzfmdvb2dsZS1tZWxhbmdlclULEgRVc2VyIg1taWtlbWFuZGFyaW5lDAsSB1Byb2ZpbGUiHWdvb2dsZS9nc29jMjAxNC9taWtlbWFuZGFyaW5lDAsSB1Byb2plY3QYgICAgKCvlwoM,Kernel debugging support for LLDB,Mike Ma,FreeBSD,Ed Maste
ahBzfmdvb2dsZS1tZWxhbmdlckULEgRVc2VyIgVvcG50cgwLEgdQcm9maWxlIhVnb29nbGUvZ3NvYzIwMTQvb3BudHIMCxIHUHJvamVjdBiAgICAwLWbCgw,Implement Intel SMAP and kernel patching framework,Oliver Pinter,FreeBSD,Gavin Atkinson
ahBzfmdvb2dsZS1tZWxhbmdlckULEgRVc2VyIgVzZWl5YQwLEgdQcm9maWxlIhVnb29nbGUvZ3NvYzIwMTQvc2VpeWEMCxIHUHJvamVjdBiAgICAkKKHCgw,A new enhanced bootsplash,Seiya Nuta,FreeBSD,Kris Moore
ahBzfmdvb2dsZS1tZWxhbmdlckkLEgRVc2VyIgdzaG9uYWxpDAsSB1Byb2ZpbGUiF2dvb2dsZS9nc29jMjAxNC9zaG9uYWxpDAsSB1Byb2plY3QYgICAgKD9iQoM,BSNMP Enhancements,Shonali Balakrishna,FreeBSD,Shteryana
ahBzfmdvb2dsZS1tZWxhbmdlclULEgRVc2VyIg16YXJrb19rb3JjaGV2DAsSB1Byb2ZpbGUiHWdvb2dsZS9nc29jMjAxNC96YXJrb19rb3JjaGV2DAsSB1Byb2plY3QYgICAgMDhigoM,Machine readable output from userland utilities,Zarko Korchev,FreeBSD,Eitan Adler
ahBzfmdvb2dsZS1tZWxhbmdlclULEgRVc2VyIg1kaGFyYW1zaXRlamFzDAsSB1Byb2ZpbGUiHWdvb2dsZS9nc29jMjAxNC9kaGFyYW1zaXRlamFzDAsSB1Byb2plY3QYgICAgKD9iQoM,The Tahrir Project,Tejas Jay Dharamsi,Freenet Project Inc,Ian Clarke
ahBzfmdvb2dsZS1tZWxhbmdlckkLEgRVc2VyIgdyYXZpc3ZpDAsSB1Byb2ZpbGUiF2dvb2dsZS9nc29jMjAxNC9yYXZpc3ZpDAsSB1Byb2plY3QYgICAgMCSiAoM,Tahrir Project,ravisvi,Freenet Project Inc,Ian Clarke
ahBzfmdvb2dsZS1tZWxhbmdlclELEgRVc2VyIgt1bml4bmluamE5MgwLEgdQcm9maWxlIhtnb29nbGUvZ3NvYzIwMTQvdW5peG5pbmphOTIMCxIHUHJvamVjdBiAgICAgLmECgw,High-Level Crypto API for Freenet,Charles Teese,Freenet Project Inc,Florent Daigniere
ahBzfmdvb2dsZS1tZWxhbmdlckULEgRVc2VyIgVidXRjaAwLEgdQcm9maWxlIhVnb29nbGUvZ3NvYzIwMTQvYnV0Y2gMCxIHUHJvamVjdBiAgICAgOSRCQw,Netengine,Alessandro ,Freifunk,Federico Capoano
ahBzfmdvb2dsZS1tZWxhbmdlcksLEgRVc2VyIghlbG9pY2FzbwwLEgdQcm9maWxlIhhnb29nbGUvZ3NvYzIwMTQvZWxvaWNhc28MCxIHUHJvamVjdBiAgICAgPKICgw,BGP/Bird integration with OpenWRT and QMP,Eloi Carbó Solé,Freifunk,"ak77, rbaig"
ahBzfmdvb2dsZS1tZWxhbmdlckULEgRVc2VyIgVmcmFuawwLEgdQcm9maWxlIhVnb29nbGUvZ3NvYzIwMTQvZnJhbmsMCxIHUHJvamVjdBiAgICAgMOVCgw,Libre-Mesh: Hardware Detection ,Francisco,Freifunk,"Gui Iribarren, nicoechaniz"
ahBzfmdvb2dsZS1tZWxhbmdlckkLEgRVc2VyIgdnMTBoNGNrDAsSB1Byb2ZpbGUiF2dvb2dsZS9nc29jMjAxNC9nMTBoNGNrDAsSB1Byb2plY3QYgICAgIDDlQoM,OpenWrt: IEEE 802.1ad VLAN support,g10h4ck,Freifunk,"rbaig, Gui Iribarren"
ahBzfmdvb2dsZS1tZWxhbmdlck8LEgRVc2VyIgpoYXBweWNvZGVyDAsSB1Byb2ZpbGUiGmdvb2dsZS9nc29jMjAxNC9oYXBweWNvZGVyDAsSB1Byb2plY3QYgICAgMCcggoM,Social network plugin for Retrohare,happycoder,Freifunk,"chrisparker126, Cyril Soler"
ahBzfmdvb2dsZS1tZWxhbmdlckcLEgRVc2VyIgZrb3N0a28MCxIHUHJvZmlsZSIWZ29vZ2xlL2dzb2MyMDE0L2tvc3RrbwwLEgdQcm9qZWN0GICAgICA14wKDA,nodewatcher v3.0 platform,Jernej Kos,Freifunk,"Mitar, Igor"
ahBzfmdvb2dsZS1tZWxhbmdlckELEgRVc2VyIgNtdF8MCxIHUHJvZmlsZSITZ29vZ2xlL2dzb2MyMDE0L210XwwLEgdQcm9qZWN0GICAgICA8ogKDA,Freifunk API Query Client,Martin Tippmann,Freifunk,"Andreas Bräu, Mario Behling"
ahBzfmdvb2dsZS1tZWxhbmdlckcLEgRVc2VyIgZvZmFicmUMCxIHUHJvZmlsZSIWZ29vZ2xlL2dzb2MyMDE0L29mYWJyZQwLEgdQcm9qZWN0GICAgICA14wKDA,Source-Sensitive Routing,Olden,Freifunk,Matthieu Boutier
ahBzfmdvb2dsZS1tZWxhbmdlcksLEgRVc2VyIgh0ZG5ndXllbgwLEgdQcm9maWxlIhhnb29nbGUvZ3NvYzIwMTQvdGRuZ3V5ZW4MCxIHUHJvamVjdBiAgICAgPKICgw,OpenFlow 1.3/1.4 integration,tdnguyen,Frenetic,Marco Canini
ahBzfmdvb2dsZS1tZWxhbmdlck8LEgRVc2VyIgpjcGVsaXNzaWVyDAsSB1Byb2ZpbGUiGmdvb2dsZS9nc29jMjAxNC9jcGVsaXNzaWVyDAsSB1Byb2plY3QYgICAgIC5hAoM,Algorithms for Finding Equilibria of General Player Games,Christian Pelissier,Gambit: Software Tools for Game Theory,"bvonstengel, Rahul Savani"
ahBzfmdvb2dsZS1tZWxhbmdlckMLEgRVc2VyIgRqY2hiDAsSB1Byb2ZpbGUiFGdvb2dsZS9nc29jMjAxNC9qY2hiDAsSB1Byb2plY3QYgICAgIDyiAoM,Improve OO encapsulation of StrategicSupport class,John Benjamin,Gambit: Software Tools for Game Theory,"Theodore L. Turocy, Rahul Savani"
ahBzfmdvb2dsZS1tZWxhbmdlckULEgRVc2VyIgVkYmxpYQwLEgdQcm9maWxlIhVnb29nbGUvZ3NvYzIwMTQvZGJsaWEMCxIHUHJvamVjdBiAgICAwIidCgw,Generic conversion interface between various disk templates,Dimitris Bliablias,Ganeti,pudlak
ahBzfmdvb2dsZS1tZWxhbmdlck0LEgRVc2VyIglrYXdhbXVyYXkMCxIHUHJvZmlsZSIZZ29vZ2xlL2dzb2MyMDE0L2thd2FtdXJheQwLEgdQcm9qZWN0GICAgICggYoKDA,Improve LXC support,kawamuray,Ganeti,Hrvoje Ribicic
ahBzfmdvb2dsZS1tZWxhbmdlck0LEgRVc2VyIgljaGFuZHJpa2EMCxIHUHJvZmlsZSIZZ29vZ2xlL2dzb2MyMDE0L2NoYW5kcmlrYQwLEgdQcm9qZWN0GICAgICAw5UKDA,Improving integration between Ganglia and Nagios (Python),Chandrika Parimoo,Ganglia,Robert Kovacs
ahBzfmdvb2dsZS1tZWxhbmdlckULEgRVc2VyIgVvaGFtbQwLEgdQcm9maWxlIhVnb29nbGUvZ3NvYzIwMTQvb2hhbW0MCxIHUHJvamVjdBiAgICAgK6ZCgw,Internal Ganglia server metrics project proposal,Aardvark,Ganglia,Nick Satterly
ahBzfmdvb2dsZS1tZWxhbmdlckcLEgRVc2VyIgZwbGFtZW4MCxIHUHJvZmlsZSIWZ29vZ2xlL2dzb2MyMDE0L3BsYW1lbgwLEgdQcm9qZWN0GICAgICA8ogKDA,RRDtool data access from data analysis frameworks,Plamen Dimitrov,Ganglia,Daniel Pocock
ahBzfmdvb2dsZS1tZWxhbmdlclELEgRVc2VyIgtyYW5hY3NlcnVldAwLEgdQcm9maWxlIhtnb29nbGUvZ3NvYzIwMTQvcmFuYWNzZXJ1ZXQMCxIHUHJvamVjdBiAgICAwIidCgw,NVIDIA GPU monitoring enhancements,Md Ali Ahsan Rana,Ganglia,Rajat Phull
ahBzfmdvb2dsZS1tZWxhbmdlckcLEgRVc2VyIgZhZmFuZmEMCxIHUHJvZmlsZSIWZ29vZ2xlL2dzb2MyMDE0L2FmYW5mYQwLEgdQcm9qZWN0GICAgIDAnIIKDA,Coarray support in GNU GFortran,Alessandro Fanfarillo,GCC - GNU Compiler Collection,Tobias Burnus
ahBzfmdvb2dsZS1tZWxhbmdlckcLEgRVc2VyIgZibHp1dDMMCxIHUHJvZmlsZSIWZ29vZ2xlL2dzb2MyMDE0L2JsenV0MwwLEgdQcm9qZWN0GICAgIDAiJ0KDA,Concepts Separate Checking,Blzut3,GCC - GNU Compiler Collection,Andrew Sutton
ahBzfmdvb2dsZS1tZWxhbmdlckkLEgRVc2VyIgdjb2tvMTU2DAsSB1Byb2ZpbGUiF2dvb2dsZS9nc29jMjAxNC9jb2tvMTU2DAsSB1Byb2plY3QYgICAgMDflwoM,GCC Go escape analysis,Ray Li,GCC - GNU Compiler Collection,Ian Lance Taylor
ahBzfmdvb2dsZS1tZWxhbmdlckcLEgRVc2VyIgZncm9tYW4MCxIHUHJvZmlsZSIWZ29vZ2xlL2dzb2MyMDE0L2dyb21hbgwLEgdQcm9qZWN0GICAgIDAnIIKDA, Integration of ISL code generator into Graphite,groman,GCC - GNU Compiler Collection,Tobias Grosser
ahBzfmdvb2dsZS1tZWxhbmdlclcLEgRVc2VyIg5wcmF0aGFtZXNoMzQ5MgwLEgdQcm9maWxlIh5nb29nbGUvZ3NvYzIwMTQvcHJhdGhhbWVzaDM0OTIMCxIHUHJvamVjdBiAgICAwIidCgw,Generating folding patterns from meta description,Prathamesh,GCC - GNU Compiler Collection,Richard Biener
ahBzfmdvb2dsZS1tZWxhbmdlck0LEgRVc2VyIglkYXN0ZXJnb24MCxIHUHJvZmlsZSIZZ29vZ2xlL2dzb2MyMDE0L2Rhc3RlcmdvbgwLEgdQcm9qZWN0GICAgIDAhJEKDA,Gentoo Keys: Expansion and improvements,Pavlos Ratis,Gentoo Foundation,Brian Dolbec
ahBzfmdvb2dsZS1tZWxhbmdlckcLEgRVc2VyIgZyYWJpc2cMCxIHUHJvZmlsZSIWZ29vZ2xlL2dzb2MyMDE0L3JhYmlzZwwLEgdQcm9qZWN0GICAgIDAtZsKDA,netifrc on systemd,rabisg,Gentoo Foundation,robbat2
ahBzfmdvb2dsZS1tZWxhbmdlck0LEgRVc2VyIgl0d2l0Y2gxNTMMCxIHUHJvZmlsZSIZZ29vZ2xlL2dzb2MyMDE0L3R3aXRjaDE1MwwLEgdQcm9qZWN0GICAgIDAtZsKDA,Layman Improvements,Devan Franchini,Gentoo Foundation,Matt Summers
ahBzfmdvb2dsZS1tZWxhbmdlckcLEgRVc2VyIgZiYWZhaW4MCxIHUHJvZmlsZSIWZ29vZ2xlL2dzb2MyMDE0L2JhZmFpbgwLEgdQcm9qZWN0GICAgIDAtZsKDA,Line options for git rebase --interactive,Fabian,Git,Michael Haggerty
ahBzfmdvb2dsZS1tZWxhbmdlcksLEgRVc2VyIgh0YW5heWFiaAwLEgdQcm9maWxlIhhnb29nbGUvZ3NvYzIwMTQvdGFuYXlhYmgMCxIHUHJvamVjdBiAgICAoJKfCgw,Git configuration API improvements,Tanay Abhra,Git,Matthieu Moy
ahBzfmdvb2dsZS1tZWxhbmdlck8LEgRVc2VyIgphYmhpamFuZ2RhDAsSB1Byb2ZpbGUiGmdvb2dsZS9nc29jMjAxNC9hYmhpamFuZ2RhDAsSB1Byb2plY3QYgICAgKC6vQoM,MusicBrainz support to EasyTAG,Abhinav,GNOME,David King
ahBzfmdvb2dsZS1tZWxhbmdlclULEgRVc2VyIg1hZHJpZW5fcGxhemFzDAsSB1Byb2ZpbGUiHWdvb2dsZS9nc29jMjAxNC9hZHJpZW5fcGxhemFzDAsSB1Byb2plY3QYgICAgKCSnwoM,"Boxes: When creating a vm, offer to attach more than one monitor",Adrien Plazas,GNOME,Zeeshan Ali
ahBzfmdvb2dsZS1tZWxhbmdlcksLEgRVc2VyIghhbmRyZWltZwwLEgdQcm9maWxlIhhnb29nbGUvZ3NvYzIwMTQvYW5kcmVpbWcMCxIHUHJvamVjdBiAgICAoJKfCgw,Geysigning - GNOME ideea for Google Summer of Code 2014,Andrei Macavei,GNOME,Tobias Mueller
ahBzfmdvb2dsZS1tZWxhbmdlck0LEgRVc2VyIglhbnVqa2hhcmUMCxIHUHJvZmlsZSIZZ29vZ2xlL2dzb2MyMDE0L2FudWpraGFyZQwLEgdQcm9qZWN0GICAgIDA-pMKDA,Improve Annotation and Form Support in Evince,Anuj Khare,GNOME,José Aliste
ahBzfmdvb2dsZS1tZWxhbmdlckkLEgRVc2VyIgdhcmZidHduDAsSB1Byb2ZpbGUiF2dvb2dsZS9nc29jMjAxNC9hcmZidHduDAsSB1Byb2plY3QYgICAgMCInQoM,"Banshee: Implement Bluetooth Synchronisation, Revamp MTP Support",Nicholas,GNOME,Andrés G. Aragoneses
ahBzfmdvb2dsZS1tZWxhbmdlckULEgRVc2VyIgVhcm5lbAwLEgdQcm9maWxlIhVnb29nbGUvZ3NvYzIwMTQvYXJuZWwMCxIHUHJvamVjdBiAgICAgMOVCgw,Advance Search and Remote Resources in GNOME Music,Arnel Borja,GNOME,Vadim Rutkovsky
ahBzfmdvb2dsZS1tZWxhbmdlckkLEgRVc2VyIgdiYWVkZXJ0DAsSB1Byb2ZpbGUiF2dvb2dsZS9nc29jMjAxNC9iYWVkZXJ0DAsSB1Byb2plY3QYgICAgMCInQoM,Add snapshotting and cloning of virtual machines to Gnome Boxes,Timm Bäder,GNOME,Zeeshan Ali
ahBzfmdvb2dsZS1tZWxhbmdlckULEgRVc2VyIgVjZm9jaAwLEgdQcm9maWxlIhVnb29nbGUvZ3NvYzIwMTQvY2ZvY2gMCxIHUHJvamVjdBiAgICAwPqTCgw, Implement a image-sequence (stop-motion) element in Pitivi.,Fabián Orccón,GNOME,Alex Băluț
ahBzfmdvb2dsZS1tZWxhbmdlcksLEgRVc2VyIghjaHVueWFuZwwLEgdQcm9maWxlIhhnb29nbGUvZ3NvYzIwMTQvY2h1bnlhbmcMCxIHUHJvamVjdBiAgICAgLmECgw,[Notes] Port Notes to WebKit2 and Implement mail as storage,Chunyang Xu,GNOME,Pierre-Yves Luyten
ahBzfmdvb2dsZS1tZWxhbmdlcksLEgRVc2VyIghjc29yaWFubwwLEgdQcm9maWxlIhhnb29nbGUvZ3NvYzIwMTQvY3Nvcmlhbm8MCxIHUHJvamVjdBiAgICAwJKICgw,Gnome shell applications animation improvement,Carlos Soriano,GNOME,Florian Müllner
